,id,host_response_time,host_response_rate,host_is_superhost,host_listings_count,host_identity_verified,borough,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,availability_90,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,host_days_active,check_in_24h,air_conditioning,balcony,bed_linen,breakfast,tv,coffee_machine,cooking_basics,white_goods,elevator,child_friendly,parking,outdoor_space,host_greeting,internet,long_term_stays,pets_allowed,private_entrance,self_check_in,time_since_first_review,time_since_last_review
4203,39957782,within an hour,50-89%,0,7,0,Salford District,Apartment,Entire home/apt,2,1.0,1.0,1.0,68,0,0,1,0,10,1125,89,0,,,,,,,,1,flexible,560.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,
4204,39959366,a few days or more,0-49%,0,1,0,Wigan District,House,Private room,2,1.0,1.0,2.0,45,0,0,1,0,2,5,90,0,,,,,,,,1,flexible,1036.0,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,
4205,39967845,within a few hours,50-89%,0,2,0,Longsight,House,Private room,2,1.0,1.0,1.0,25,0,7,1,0,1,1125,89,4,80-94/100,9/10,9/10,10/10,10/10,10/10,9/10,0,strict_14_with_grace_period,-205.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0-6 months,140.0
4206,39970154,within an hour,100%,0,7,0,Rusholme,House,Private room,2,1.0,1.0,1.0,28,350,25,1,12,1,100,76,0,,,,,,,,1,strict_14_with_grace_period,-213.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,
4207,39972620,within an hour,100%,0,1,0,Oldham District,Other,Entire home/apt,4,1.0,1.0,4.0,75,0,10,1,0,1,1125,83,7,95-100/100,10/10,10/10,9/10,10/10,10/10,10/10,0,flexible,639.0,,,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0-6 months,36.0
4208,39978513,within an hour,100%,1,1,1,Salford District,House,Entire home/apt,11,1.5,3.0,7.0,300,500,80,3,20,2,60,88,1,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,strict_14_with_grace_period,3.0,,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0-6 months,64.0
4209,39979618,within an hour,90-99%,0,206,0,Bradford,Apartment,Entire home/apt,4,1.0,1.0,1.0,90,300,90,1,0,3,1125,43,4,80-94/100,10/10,10/10,10/10,10/10,10/10,10/10,0,moderate,2520.0,,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0-6 months,50.0
4210,39981333,within an hour,100%,0,0,0,Trafford District,House,Private room,1,1.5,1.0,1.0,26,0,0,1,11,1,1125,85,9,95-100/100,10/10,10/10,10/10,10/10,9/10,10/10,1,moderate,346.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0-6 months,58.0
4211,39981367,within an hour,100%,1,0,0,Rochdale District,House,Private room,1,1.0,1.0,1.0,20,0,5,1,0,1,14,79,4,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,moderate,508.0,,,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0-6 months,80.0
4212,39990617,within an hour,100%,1,10,0,Salford District,Apartment,Entire home/apt,6,2.5,3.0,5.0,90,0,5,1,0,1,1125,2,0,,,,,,,,1,strict_14_with_grace_period,184.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,
4213,40002400,within an hour,100%,0,0,0,Salford District,House,Private room,2,1.0,1.0,1.0,60,0,0,1,0,1,1125,86,9,95-100/100,10/10,10/10,10/10,10/10,9/10,10/10,1,moderate,9.0,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0-6 months,42.0
4214,40005504,within an hour,100%,1,0,0,Trafford District,House,Entire home/apt,8,1.5,4.0,4.0,100,0,35,1,0,1,31,81,16,80-94/100,10/10,10/10,10/10,10/10,10/10,9/10,1,flexible,-215.0,,,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0-6 months,59.0
4215,40005706,within a day,50-89%,0,0,0,Bury District,Apartment,Private room,2,1.0,1.0,1.0,20,0,0,1,0,1,14,89,0,,,,,,,,0,moderate,-215.0,,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,
4216,40005999,within an hour,100%,0,2,0,Gorton South,Apartment,Private room,2,1.0,1.0,1.0,46,0,10,1,20,2,1125,0,4,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,strict_14_with_grace_period,-215.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0-6 months,73.0
4217,40006218,within an hour,100%,1,3,1,Fallowfield,Apartment,Entire home/apt,5,2.0,2.0,2.0,95,100,60,1,0,2,1125,84,0,,,,,,,,1,strict_14_with_grace_period,-187.0,,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,
4218,40016132,within an hour,100%,0,1,0,City Centre,Apartment,Entire home/apt,4,1.0,1.0,2.0,53,500,90,2,20,1,1125,74,2,80-94/100,0-8/10,0-8/10,0-8/10,0-8/10,0-8/10,0-8/10,1,flexible,-216.0,,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0-6 months,109.0
4219,40019268,within an hour,90-99%,1,17,0,Levenshulme,Apartment,Entire home/apt,4,1.0,1.0,2.0,99,0,30,2,18,2,1000,89,3,95-100/100,10/10,10/10,9/10,9/10,9/10,10/10,1,moderate,271.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0-6 months,91.0
4220,40020735,within an hour,90-99%,1,17,0,Fallowfield,Apartment,Entire home/apt,4,1.0,2.0,2.0,90,0,35,1,0,2,1125,87,5,95-100/100,9/10,10/10,0-8/10,10/10,9/10,9/10,1,moderate,271.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0-6 months,78.0
4221,40021855,within an hour,100%,0,7,1,Chorlton,House,Private room,2,1.0,1.0,1.0,24,0,5,1,10,2,1125,53,4,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,moderate,1334.0,,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0-6 months,43.0
4222,40027440,within an hour,100%,0,2,0,Crumpsall,House,Entire home/apt,10,2.0,5.0,11.0,95,77,95,8,10,2,365,61,0,,,,,,,,1,strict_14_with_grace_period,3.0,,,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,
4223,40027868,within an hour,100%,0,2,0,Trafford District,House,Entire home/apt,5,1.0,3.0,3.0,130,0,45,1,0,3,365,0,2,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,strict_14_with_grace_period,-216.0,,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0-6 months,51.0
4224,40031971,unknown,unknown,0,1,0,Tameside District,House,Private room,2,1.5,1.0,1.0,30,0,0,1,0,1,1125,0,3,95-100/100,10/10,9/10,10/10,10/10,10/10,10/10,0,strict_14_with_grace_period,1820.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0-6 months,134.0
4225,40034023,within an hour,100%,0,1,0,Levenshulme,House,Private room,2,2.0,1.0,1.0,30,100,0,1,0,1,7,77,1,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,strict_14_with_grace_period,1125.0,,,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0-6 months,93.0
4226,40034683,within an hour,90-99%,1,17,0,Fallowfield,Apartment,Entire home/apt,4,1.0,2.0,2.0,90,0,35,1,0,2,1000,87,4,95-100/100,10/10,10/10,10/10,10/10,9/10,10/10,1,moderate,271.0,,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0-6 months,78.0
4227,40049589,unknown,unknown,0,1,0,Tameside District,House,Private room,2,1.5,1.0,1.0,24,0,0,1,0,1,1125,0,1,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,flexible,-217.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0-6 months,138.0
4228,40055865,within an hour,100%,0,7,0,Rusholme,House,Private room,2,1.5,1.0,1.0,28,150,25,1,16,1,1125,0,0,,,,,,,,0,strict_14_with_grace_period,-213.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,
4229,40063453,within an hour,100%,0,3,0,Rusholme,House,Entire home/apt,5,1.0,3.0,3.0,160,100,50,1,0,2,365,81,2,80-94/100,9/10,0-8/10,0-8/10,0-8/10,0-8/10,0-8/10,1,strict_14_with_grace_period,-217.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0-6 months,43.0
4230,40063766,within an hour,100%,0,0,0,Moss Side,House,Private room,2,1.5,1.0,2.0,25,0,0,1,10,1,1125,0,10,80-94/100,0-8/10,9/10,10/10,9/10,9/10,9/10,1,moderate,-78.0,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0-6 months,106.0
4231,40063946,within an hour,100%,0,4,0,Ancoats and Clayton,Other,Private room,2,1.0,1.0,1.0,55,0,0,1,0,2,1125,82,13,95-100/100,10/10,10/10,9/10,9/10,10/10,10/10,0,strict_14_with_grace_period,1809.0,,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0-6 months,48.0
4232,40073194,within an hour,90-99%,0,206,0,Bradford,Apartment,Entire home/apt,4,2.0,2.0,2.0,90,300,80,1,0,3,1125,63,0,,,,,,,,0,strict_14_with_grace_period,2520.0,,,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,,
4233,40080364,unknown,unknown,0,1,0,Salford District,Apartment,Private room,2,1.5,1.0,1.0,79,0,0,1,0,1,1125,0,0,,,,,,,,0,flexible,1572.0,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,
4234,40082021,unknown,unknown,0,0,0,Crumpsall,Apartment,Entire home/apt,2,1.0,1.0,1.0,40,500,50,1,15,7,21,87,0,,,,,,,,0,flexible,993.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
4235,40093127,within an hour,100%,0,9,0,Ardwick,Other,Private room,2,1.0,0.0,1.0,30,0,10,1,5,1,1125,72,5,80-94/100,10/10,10/10,9/10,10/10,10/10,9/10,1,flexible,-45.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0-6 months,67.0
4236,40093315,within an hour,100%,0,9,0,Ardwick,Other,Private room,2,1.0,0.0,1.0,30,0,10,1,5,1,1125,60,6,95-100/100,10/10,9/10,10/10,10/10,10/10,10/10,1,flexible,-45.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0-6 months,59.0
4237,40101679,within an hour,100%,0,0,0,Trafford District,House,Entire home/apt,8,3.5,5.0,5.0,200,250,50,1,0,1,30,88,15,80-94/100,10/10,10/10,10/10,10/10,9/10,10/10,0,moderate,644.0,,,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0-6 months,48.0
4238,40107167,within an hour,100%,0,0,1,Bury District,House,Private room,2,2.5,3.0,2.0,21,0,0,1,0,180,365,0,3,80-94/100,9/10,9/10,9/10,9/10,0-8/10,9/10,1,flexible,958.0,,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0-6 months,52.0
4239,40115975,within an hour,100%,0,3,0,Moss Side,House,Entire home/apt,5,1.0,3.0,3.0,120,100,50,1,0,2,365,79,8,80-94/100,9/10,9/10,9/10,9/10,10/10,10/10,1,strict_14_with_grace_period,-217.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0-6 months,78.0
4240,40120322,within a day,0-49%,0,0,0,Longsight,House,Private room,1,1.0,1.0,1.0,20,100,5,1,5,1,1125,90,0,,,,,,,,0,strict_14_with_grace_period,-153.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,
4241,40123913,within a few hours,100%,0,2,1,Salford District,House,Private room,1,1.0,1.0,1.0,25,0,0,1,0,2,1125,67,2,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,moderate,2418.0,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0-6 months,47.0
4242,40126574,within an hour,90-99%,0,9,0,Miles Platting and Newton Heath,Apartment,Entire home/apt,6,1.0,2.0,3.0,100,300,60,1,0,2,1125,83,9,95-100/100,9/10,9/10,9/10,10/10,0-8/10,10/10,0,strict_14_with_grace_period,386.0,,,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0-6 months,60.0
4243,40127215,within an hour,100%,1,1,0,Salford District,Apartment,Entire home/apt,4,2.0,2.0,2.0,75,0,25,1,0,2,1125,80,20,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,moderate,-13.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0-6 months,36.0
4244,40130312,unknown,unknown,0,4,0,Bury District,House,Private room,2,1.0,1.0,2.0,30,0,0,2,10,1,1125,90,0,,,,,,,,0,strict_14_with_grace_period,-220.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,
4245,40130843,within an hour,90-99%,0,12,0,Salford District,Apartment,Entire home/apt,4,2.0,2.0,2.0,39,0,55,1,0,3,1125,90,3,0-79/100,10/10,9/10,0-8/10,10/10,9/10,0-8/10,0,moderate,27.0,,,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0-6 months,65.0
4246,40132583,within an hour,100%,0,1,0,Whalley Range,Apartment,Entire home/apt,4,1.0,2.0,2.0,100,200,65,1,0,2,365,31,5,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,strict_14_with_grace_period,2424.0,,,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0-6 months,38.0
4247,40134546,unknown,unknown,0,3,1,Woodhouse Park,House,Private room,2,1.0,1.0,2.0,60,0,0,1,0,3,1125,0,0,,,,,,,,0,flexible,1496.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,
4248,40135896,within a day,50-89%,0,1,0,Levenshulme,House,Private room,1,1.0,1.0,1.0,20,0,0,1,0,1,365,79,3,95-100/100,10/10,10/10,10/10,10/10,9/10,10/10,0,flexible,685.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0-6 months,134.0
4249,40136036,within an hour,50-89%,0,12,0,Trafford District,House,Private room,2,2.0,1.0,1.0,60,100,15,2,25,2,1125,0,0,,,,,,,,0,flexible,608.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,
4250,40136464,within an hour,50-89%,0,12,0,Trafford District,House,Private room,2,2.0,1.0,2.0,60,200,20,2,25,2,1125,0,0,,,,,,,,0,flexible,608.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,
4251,40136630,within an hour,50-89%,0,12,0,Trafford District,House,Private room,2,2.0,1.0,3.0,60,200,15,2,25,2,1125,85,0,,,,,,,,0,flexible,608.0,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,
4252,40136664,within a few hours,50-89%,0,7,1,Ancoats and Clayton,Apartment,Entire home/apt,6,2.5,2.0,3.0,64,0,25,4,25,1,28,77,6,80-94/100,9/10,9/10,9/10,9/10,10/10,9/10,1,moderate,840.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0-6 months,49.0
4253,40137725,within an hour,50-89%,0,12,0,Trafford District,House,Private room,2,2.0,1.0,1.0,100,100,20,1,0,3,90,0,0,,,,,,,,0,flexible,608.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,
4254,40141902,within an hour,100%,0,1,1,Rusholme,Apartment,Private room,2,1.0,1.0,1.0,30,0,15,1,10,1,100,89,0,,,,,,,,0,strict_14_with_grace_period,2547.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,
4255,40143330,within a few hours,50-89%,0,0,0,Bolton District,House,Private room,2,1.5,1.0,1.0,29,0,5,1,0,1,1125,84,0,,,,,,,,1,strict_14_with_grace_period,-155.0,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,
4256,40143397,within a few hours,50-89%,0,0,0,Bolton District,House,Private room,2,1.5,1.0,1.0,29,0,5,1,0,1,1125,80,2,80-94/100,10/10,10/10,10/10,10/10,9/10,10/10,1,strict_14_with_grace_period,-155.0,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0-6 months,99.0
4257,40143748,within a few hours,50-89%,0,0,0,Bolton District,House,Private room,6,1.5,3.0,3.0,87,0,15,1,0,1,1125,87,0,,,,,,,,1,strict_14_with_grace_period,-155.0,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,
4258,40147782,a few days or more,0-49%,0,1,0,Ancoats and Clayton,Apartment,Entire home/apt,4,1.5,2.0,3.0,150,0,45,2,20,1,1125,82,6,0-79/100,0-8/10,0-8/10,0-8/10,0-8/10,0-8/10,0-8/10,1,flexible,-221.0,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0-6 months,136.0
4259,40154838,within an hour,100%,1,3,1,Chorlton Park,House,Private room,2,1.0,1.0,1.0,28,0,10,1,5,7,1125,90,0,,,,,,,,0,strict_14_with_grace_period,1388.0,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,
4260,40156867,unknown,unknown,0,3,0,Fallowfield,House,Private room,2,1.0,1.0,0.0,24,0,0,1,10,2,1125,0,0,,,,,,,,0,flexible,303.0,,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,
4261,40157023,within an hour,100%,1,1,0,City Centre,Other,Entire home/apt,2,1.0,1.0,1.0,70,0,0,1,0,1,1125,65,15,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,moderate,-221.0,,,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0-6 months,36.0
4262,40157360,within an hour,100%,0,0,0,Salford District,Apartment,Entire home/apt,4,1.0,1.0,4.0,95,100,0,2,10,2,90,72,3,80-94/100,9/10,10/10,10/10,9/10,0-8/10,9/10,1,moderate,286.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0-6 months,43.0
4263,40163345,a few days or more,0-49%,0,1,0,Harpurhey,Apartment,Shared room,1,1.0,1.0,1.0,11,0,16,1,0,1,1125,0,1,,,,,,,,1,flexible,592.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0-6 months,140.0
4264,40166316,within an hour,100%,0,10,0,City Centre,Other,Private room,16,1.0,1.0,1.0,59,0,0,2,0,1,365,0,0,,,,,,,,1,moderate,-222.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,
4265,40173438,within an hour,100%,0,2,0,City Centre,Apartment,Private room,2,1.0,1.0,1.0,59,0,20,1,0,1,31,73,11,80-94/100,10/10,9/10,9/10,10/10,10/10,9/10,1,strict_14_with_grace_period,1059.0,,,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0-6 months,64.0
4266,40173858,within an hour,100%,0,2,0,City Centre,Apartment,Entire home/apt,8,2.0,2.0,4.0,200,0,35,2,25,1,30,75,7,80-94/100,9/10,9/10,0-8/10,9/10,10/10,9/10,1,strict_14_with_grace_period,1059.0,,,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0-6 months,36.0
4267,40178239,within a day,50-89%,0,0,0,Trafford District,House,Private room,3,1.0,1.0,2.0,23,0,10,1,5,1,1125,87,4,0-79/100,9/10,0-8/10,10/10,10/10,0-8/10,9/10,0,flexible,-187.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0-6 months,71.0
4268,40179823,a few days or more,0-49%,0,0,0,Bradford,Other,Private room,2,1.0,1.0,1.0,30,100,5,1,10,1,4,2,1,0-79/100,0-8/10,0-8/10,10/10,10/10,10/10,10/10,0,flexible,658.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0-6 months,123.0
4269,40196262,within an hour,90-99%,0,11,1,Salford District,Apartment,Entire home/apt,2,1.0,1.0,1.0,35,0,30,1,0,1,1125,62,14,0-79/100,9/10,9/10,9/10,9/10,0-8/10,0-8/10,1,moderate,-175.0,1.0,,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0-6 months,49.0
4270,40196334,within an hour,50-89%,0,12,0,Stockport District,House,Entire home/apt,4,1.5,2.0,4.0,75,150,50,4,0,4,1125,79,1,95-100/100,10/10,0-8/10,10/10,10/10,10/10,0-8/10,1,flexible,608.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0-6 months,44.0
4271,40196358,within an hour,90-99%,0,11,1,Salford District,Apartment,Entire home/apt,2,1.0,1.0,1.0,35,0,30,1,0,2,1125,78,12,80-94/100,9/10,9/10,9/10,9/10,9/10,9/10,1,moderate,-175.0,1.0,,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0-6 months,51.0
4272,40196389,within an hour,90-99%,0,11,1,Salford District,Apartment,Entire home/apt,4,1.0,1.0,2.0,35,0,30,1,0,1,1125,81,6,0-79/100,0-8/10,9/10,9/10,9/10,0-8/10,0-8/10,1,moderate,-175.0,1.0,,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0-6 months,39.0
4273,40198920,within an hour,90-99%,0,11,1,Salford District,Apartment,Entire home/apt,2,1.0,1.0,1.0,35,0,30,1,0,2,1125,82,7,0-79/100,9/10,9/10,9/10,10/10,9/10,9/10,1,moderate,-175.0,1.0,,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0-6 months,43.0
4274,40199099,within an hour,90-99%,0,11,1,Salford District,Apartment,Entire home/apt,2,1.0,1.0,1.0,35,0,30,1,0,2,1125,74,14,80-94/100,10/10,9/10,10/10,10/10,9/10,9/10,1,moderate,-175.0,1.0,,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0-6 months,53.0
4275,40199106,within an hour,90-99%,0,11,1,Salford District,Apartment,Entire home/apt,2,1.0,1.0,1.0,35,0,30,1,0,2,1125,76,12,80-94/100,9/10,9/10,9/10,9/10,0-8/10,9/10,1,moderate,-175.0,1.0,,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0-6 months,43.0
4276,40199110,within an hour,90-99%,0,11,1,Salford District,Apartment,Entire home/apt,2,1.0,1.0,1.0,35,0,25,1,0,2,1125,80,13,0-79/100,9/10,9/10,9/10,9/10,0-8/10,9/10,1,moderate,-175.0,1.0,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0-6 months,42.0
